Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,
342,Joško Gvardiol,hr CRO,DF,Manchester City,22-052,2002,18,16,"1,473",16.4,0,0,0,0,0,0,2,0,1,1,0.9,1.8,39,80,70,0,0,0,0,0,0.06,0.05,0.11,0.06,0.11,Matches,
343,Malo Gusto,fr FRA,DF,Chelsea,20-301,2003,20,15,"1,368",15.2,0,5,5,0,0,0,5,1,0.4,0.4,3.2,3.6,57,66,102,0,0.33,0.33,0,0.33,0.03,0.21,0.23,0.03,0.23,Matches,
344,Bruno Guimarães,br BRA,MF,Newcastle Utd,26-120,1997,27,27,"2,364",26.3,3,5,8,3,0,0,9,0,2.6,2.6,4.2,6.8,41,196,52,0.11,0.19,0.3,0.11,0.3,0.1,0.16,0.26,0.1,0.26,Matches,
345,Marc Guéhi,eng ENG,DF,Crystal Palace,23-246,2000,22,22,"1,912",21.2,0,1,1,0,0,0,2,0,0.6,0.6,0.5,1.2,13,58,6,0,0.05,0.05,0,0.05,0.03,0.02,0.05,0.03,0.05,Matches,
346,Pascal Groß,de GER,"MF,DF",Brighton,32-274,1991,26,24,"2,214",24.6,4,10,14,3,1,1,4,0,5.3,4.6,6.8,11.4,60,222,133,0.16,0.41,0.57,0.12,0.53,0.22,0.28,0.49,0.19,0.46,Matches,
347,Jack Grealish,eng ENG,FW,Manchester City,28-187,1995,14,7,707,7.9,3,1,4,3,0,0,5,0,1.9,1.9,2.1,4,55,29,87,0.38,0.13,0.51,0.38,0.51,0.24,0.27,0.51,0.24,0.51,Matches,
348,Ivo Grbi?,hr CRO,GK,Sheffield Utd,28-057,1996,4,4,321,3.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,
349,Ryan Gravenberch,nl NED,MF,Liverpool,21-304,2002,19,9,845,9.4,0,0,0,0,0,0,0,0,1.5,1.5,0.8,2.3,31,61,51,0,0,0,0,0,0.16,0.08,0.24,0.16,0.24,Matches,
350,Daniel Gore,eng ENG,MF,Manchester Utd,19-171,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,
351,Kaide Gordon,eng ENG,FW,Liverpool,19-162,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,
352,Anthony Gordon,eng ENG,FW,Newcastle Utd,23-020,2001,27,26,"2,187",24.3,9,5,14,8,1,1,8,0,7.8,7,4.7,11.6,94,76,166,0.37,0.21,0.58,0.33,0.53,0.32,0.19,0.51,0.29,0.48,Matches,
353,Sergio Gómez,es ESP,FW,Manchester City,23-193,2000,3,0,20,0.2,0,1,1,0,0,0,0,0,0,0,0.2,0.2,3,1,2,0,4.5,4.5,0,4.5,0,0.85,0.85,0,0.85,Matches,
354,Joe Gomez,eng ENG,DF,Liverpool,26-297,1997,24,14,"1,452",16.1,0,1,1,0,0,0,4,0,0.6,0.6,0.9,1.5,35,78,84,0,0.06,0.06,0,0.06,0.03,0.06,0.09,0.03,0.09,Matches,
355,Toti Gomes,pt POR,DF,Wolves,25-059,1999,25,21,"1,874",20.8,0,3,3,0,0,0,3,0,1,1,1.1,2,15,67,7,0,0.14,0.14,0,0.14,0.05,0.05,0.1,0.05,0.1,Matches,
356,João Gomes,br BRA,MF,Wolves,23-032,2001,24,22,"1,815",20.2,2,1,3,2,0,0,6,0,1.1,1.1,1,2.1,13,73,21,0.1,0.05,0.15,0.1,0.15,0.05,0.05,0.1,0.05,0.1,Matches,
357,André Gomes,pt POR,"MF,FW",Everton,30-229,1993,5,1,200,2.2,1,0,1,1,0,0,2,0,0.2,0.2,0.4,0.6,5,15,19,0.45,0,0.45,0.45,0.45,0.11,0.18,0.28,0.11,0.28,Matches,
358,Ben Godfrey,eng ENG,DF,Everton,26-060,1998,9,8,670,7.4,0,0,0,0,0,0,2,0,1.4,1.4,0.2,1.6,8,27,21,0,0,0,0,0,0.19,0.03,0.22,0.19,0.22,Matches,
359,Billy Gilmour,sct SCO,MF,Brighton,22-278,2001,25,20,"1,778",19.8,0,1,1,0,0,0,5,1,0.9,0.9,2,2.9,33,165,32,0,0.05,0.05,0,0.05,0.04,0.1,0.15,0.04,0.15,Matches,
360,Alfie Gilchrist,eng ENG,"DF,FW",Chelsea,20-108,2003,5,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,
361,Bryan Gil,es ESP,"FW,MF",Tottenham,23-033,2001,10,2,196,2.2,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.9,9,11,42,0,0,0,0,0,0.33,0.06,0.39,0.33,0.39,Matches,
362,Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,24-048,2000,27,25,"2,302",25.6,3,4,7,2,1,1,7,0,4.7,3.9,5.2,9.1,57,112,134,0.12,0.16,0.27,0.08,0.23,0.18,0.2,0.39,0.15,0.36,Matches,
363,Saman Ghoddos,ir IRN,DF,Brentford,30-191,1993,17,7,707,7.9,1,0,1,1,0,0,5,0,0.3,0.3,1.1,1.4,20,32,30,0.13,0,0.13,0.13,0.13,0.04,0.14,0.18,0.04,0.18,Matches,
364,James Garner,eng ENG,MF,Everton,23-002,2001,27,26,"2,311",25.7,1,2,3,1,0,0,5,0,2.2,2.2,4.2,6.4,25,86,55,0.04,0.08,0.12,0.04,0.12,0.09,0.16,0.25,0.09,0.25,Matches,
365,Alejandro Garnacho,ar ARG,FW,Manchester Utd,19-258,2004,26,20,"1,767",19.6,5,3,8,5,0,0,4,0,5.7,5.6,4.5,10.1,118,47,192,0.25,0.15,0.41,0.25,0.41,0.29,0.23,0.52,0.29,0.52,Matches,
366,Idrissa Gana Gueye,sn SEN,MF,Everton,34-171,1989,18,17,"1,303",14.5,1,0,1,1,0,0,7,0,1.1,1.1,0.7,1.8,20,55,32,0.07,0,0.07,0.07,0.07,0.07,0.05,0.12,0.07,0.12,Matches,
367,Conor Gallagher,eng ENG,MF,Chelsea,24-038,2000,26,26,"2,182",24.2,2,5,7,2,0,0,7,1,2.4,2.4,4.2,6.5,41,134,87,0.08,0.21,0.29,0.08,0.29,0.1,0.17,0.27,0.1,0.27,Matches,
368,Cody Gakpo,nl NED,"FW,MF",Liverpool,24-313,1999,26,12,"1,163",12.9,5,3,8,5,0,0,0,0,6,6,0.7,6.8,27,54,86,0.39,0.23,0.62,0.39,0.62,0.47,0.06,0.53,0.47,0.53,Matches,
369,Nathan Fraser,ie IRL,FW,Wolves,19-022,2005,4,1,175,1.9,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.3,0,1,15,0,0,0,0,0,0.14,0.04,0.18,0.14,0.18,Matches,
370,Matheus França,br BRA,"MF,FW",Crystal Palace,19-349,2004,10,1,232,2.6,0,1,1,0,0,0,1,0,0.4,0.4,0.9,1.2,12,8,12,0,0.39,0.39,0,0.39,0.14,0.34,0.48,0.14,0.48,Matches,
371,Lyle Foster,za RSA,FW,Burnley,23-194,2000,14,13,"1,128",12.5,4,3,7,4,0,0,0,1,2,2,1.3,3.4,32,16,50,0.32,0.24,0.56,0.32,0.56,0.16,0.1,0.27,0.16,0.27,Matches,
372,Omari Forson,eng ENG,FW,Manchester Utd,19-239,2004,3,1,66,0.7,0,1,1,0,0,0,0,0,0,0,0.2,0.2,1,2,2,0,1.36,1.36,0,1.36,0.04,0.24,0.28,0.04,0.28,Matches,
373,Pablo Fornals,es ESP,"MF,FW",West Ham,28-022,1996,15,4,426,4.7,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,4,29,27,0,0,0,0,0,0.07,0.07,0.13,0.07,0.13,Matches,
374,Wes Foderingham,eng ENG,GK,Sheffield Utd,33-061,1991,25,24,"2,199",24.4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,
375,Phil Foden,eng ENG,"FW,MF",Manchester City,23-292,2000,28,26,"2,309",25.7,11,7,18,11,0,0,1,0,8.5,8.5,6.2,14.8,83,140,225,0.43,0.27,0.7,0.43,0.7,0.33,0.24,0.58,0.33,0.58,Matches,
376,Mark Flekken,nl NED,GK,Brentford,30-276,1993,27,27,"2,385",26.5,0,1,1,0,0,0,3,0,0,0,0.2,0.2,0,3,0,0,0.04,0.04,0,0.04,0,0.01,0.01,0,0.01,Matches,
377,John Fleck,sct SCO,"MF,DF",Sheffield Utd,32-204,1991,4,1,92,1,0,0,0,0,0,0,1,0,0,0,0.4,0.4,2,3,0,0,0,0,0,0,0,0.44,0.44,0,0.44,Matches,
378,Enzo Fernández,ar ARG,MF,Chelsea,23-058,2001,24,22,"1,873",20.8,3,1,4,2,1,2,6,0,5.7,4.1,2.9,7.1,46,168,52,0.14,0.05,0.19,0.1,0.14,0.27,0.14,0.41,0.2,0.34,Matches,
379,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,29-189,1994,27,27,"2,430",27,4,6,10,2,2,3,8,0,7.2,4.9,8.2,13.1,58,223,137,0.15,0.22,0.37,0.07,0.3,0.27,0.31,0.57,0.18,0.49,Matches,
380,Evan Ferguson,ie IRL,FW,Brighton,19-148,2004,26,15,"1,359",15.1,6,0,6,6,0,0,1,0,4.6,4.6,0.5,5.1,13,15,62,0.4,0,0.4,0.4,0.4,0.31,0.04,0.34,0.31,0.34,Matches,
381,Felipe,br BRA,DF,Nott'ham Forest,34-304,1989,5,3,269,3,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,1,3,0,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,Matches,
382,Ansu Fati,es ESP,"MF,FW",Brighton,21-136,2002,15,3,476,5.3,2,0,2,2,0,0,2,0,3.3,3.3,0.8,4.1,14,25,40,0.38,0,0.38,0.38,0.38,0.62,0.15,0.77,0.62,0.77,Matches,
383,Romain Faivre,fr FRA,"MF,DF",Bournemouth,25-245,1998,3,0,18,0.2,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,2,3,1,0,0,0,0,0,0.71,0,0.71,0.71,0.71,Matches,
384,?ukasz Fabia?ski,pl POL,GK,West Ham,38-332,1985,5,3,316,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,
385,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,25-260,1998,18,15,"1,316",14.6,6,1,7,5,1,1,3,0,5.5,4.7,2.9,7.5,43,59,75,0.41,0.07,0.48,0.34,0.41,0.37,0.2,0.57,0.32,0.52,Matches,
386,Jonny Evans,nir NIR,DF,Manchester Utd,36-072,1988,18,12,"1,086",12.1,0,1,1,0,0,0,2,0,0.1,0.1,1.2,1.2,5,32,1,0,0.08,0.08,0,0.08,0.01,0.1,0.1,0.01,0.1,Matches,
387,Pervis Estupiñán,ec ECU,DF,Brighton,26-054,1998,16,12,"1,052",11.7,2,3,5,2,0,0,4,0,0.9,0.9,3.4,4.3,41,74,76,0.17,0.26,0.43,0.17,0.43,0.08,0.29,0.37,0.08,0.37,Matches,
388,Maxime Estève,fr FRA,DF,Burnley,21-294,2002,6,5,455,5.1,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,3,15,1,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,
389,Christian Eriksen,dk DEN,MF,Manchester Utd,32-030,1992,16,9,887,9.9,1,1,2,1,0,0,1,0,0.7,0.7,1.8,2.5,18,53,19,0.1,0.1,0.2,0.1,0.2,0.07,0.18,0.25,0.07,0.25,Matches,
390,Wataru Endo,jp JPN,MF,Liverpool,31-035,1993,20,12,"1,094",12.2,1,0,1,1,0,0,7,0,0.3,0.3,1.6,2,6,59,15,0.08,0,0.08,0.08,0.08,0.03,0.13,0.16,0.03,0.16,Matches,
391,Julio Enciso,py PAR,"MF,FW",Brighton,20-052,2004,5,2,147,1.6,0,2,2,0,0,0,1,0,0.5,0.5,0.8,1.2,7,0,12,0,1.22,1.22,0,1.22,0.27,0.47,0.75,0.27,0.75,Matches,
392,Emerson,br BRA,DF,Tottenham,25-061,1999,18,9,959,10.7,1,0,1,1,0,0,3,0,0.2,0.2,0.4,0.6,20,44,31,0.09,0,0.09,0.09,0.09,0.01,0.04,0.05,0.01,0.05,Matches,
393,Mohamed Elneny,eg EGY,MF,Arsenal,31-248,1992,3,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,1,0,0,0,0,0,0,0.26,0,0.26,0.26,0.26,Matches,
394,Harvey Elliott,eng ENG,"MF,FW",Liverpool,20-346,2003,24,6,838,9.3,2,2,4,2,0,0,1,0,1.3,1.3,2.4,3.7,30,72,64,0.21,0.21,0.43,0.21,0.43,0.14,0.26,0.4,0.14,0.4,Matches,
395,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,21-323,2002,27,19,"1,843",20.5,5,7,12,5,0,0,1,0,5.9,5.9,5.6,11.4,76,33,156,0.24,0.34,0.59,0.24,0.59,0.29,0.27,0.56,0.29,0.56,Matches,
396,Hjalmar Ekdal,se SWE,DF,Burnley,25-146,1998,6,4,325,3.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,2,9,0,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,Matches,
397,John Egan,ie IRL,DF,Sheffield Utd,31-147,1992,6,6,482,5.4,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,0,5,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,
398,Odsonne Édouard,fr FRA,"FW,MF",Crystal Palace,26-059,1998,22,17,"1,427",15.9,6,0,6,6,0,0,3,0,5.7,5.7,1.1,6.8,31,32,87,0.38,0,0.38,0.38,0.38,0.36,0.07,0.43,0.36,0.43,Matches,
399,Ederson,br BRA,GK,Manchester City,30-211,1993,27,27,"2,312",25.7,0,0,0,0,0,0,5,0,0,0,0.1,0.1,0,4,0,0,0,0,0,0,0,0,0,0,0,Matches,
400,Jhon Durán,co COL,"FW,MF",Aston Villa,20-093,2003,14,0,185,2.1,2,0,2,2,0,0,4,0,1.3,1.3,0.1,1.4,6,4,13,0.97,0,0.97,0.97,0.97,0.61,0.05,0.66,0.61,0.66,Matches,
401,Lewis Dunk,eng ENG,DF,Brighton,32-115,1991,24,24,"2,104",23.4,3,1,4,3,0,0,6,1,2.9,2.9,0.8,3.7,29,131,11,0.13,0.04,0.17,0.13,0.17,0.12,0.03,0.16,0.12,0.16,Matches,
402,Paul Dummett,wls WAL,DF,Newcastle Utd,32-171,1991,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,
403,Martin Dúbravka,sk SVK,GK,Newcastle Utd,35-060,1989,14,13,"1,175",13.1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,
404,Radu Dr?gu?in,ro ROU,"DF,MF",Tottenham,22-041,2002,4,0,53,0.6,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Matches,
405,Tommy Doyle,eng ENG,MF,Wolves,22-150,2001,19,6,813,9,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,11,53,9,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06,Matches,
406,Alfie Doughty,eng ENG,DF,Luton Town,24-085,1999,27,24,"2,085",23.2,1,7,8,1,0,0,3,0,0.9,0.9,5.3,6.3,70,78,124,0.04,0.3,0.35,0.04,0.35,0.04,0.23,0.27,0.04,0.27,Matches,
407,Cheick Doucouré,ml MLI,MF,Crystal Palace,24-067,2000,11,11,919,10.2,0,0,0,0,0,0,2,0,0.3,0.3,0.7,1,9,49,5,0,0,0,0,0,0.03,0.07,0.1,0.03,0.1,Matches,
408,Abdoulaye Doucouré,ml MLI,"FW,MF",Everton,31-074,1993,22,22,"1,838",20.4,6,0,6,6,0,0,5,0,6.3,6.3,2.5,8.8,39,66,108,0.29,0,0.29,0.29,0.29,0.31,0.12,0.43,0.31,0.43,Matches,
409,Gabriel Dos Santos,br BRA,DF,Arsenal,26-087,1997,26,24,"2,176",24.2,4,0,4,4,0,0,3,0,3.3,3.3,0.7,3.9,12,97,8,0.17,0,0.17,0.17,0.17,0.14,0.03,0.16,0.14,0.16,Matches,
410,Jamie Donley,eng ENG,FW,Tottenham,19-072,2005,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,
411,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,25-261,1998,19,18,"1,345",14.9,2,2,4,2,0,0,3,0,1.2,1.2,1,2.2,8,74,35,0.13,0.13,0.27,0.13,0.27,0.08,0.07,0.15,0.08,0.15,Matches,
412,Jeremy Doku,be BEL,"FW,MF",Manchester City,21-293,2002,20,14,"1,199",13.3,2,5,7,2,0,0,3,0,1.4,1.4,3.4,4.8,166,45,221,0.15,0.38,0.53,0.15,0.53,0.11,0.25,0.36,0.11,0.36,Matches,
413,Matt Doherty,ie IRL,"DF,MF",Wolves,32-059,1992,21,3,593,6.6,1,0,1,1,0,0,1,0,0.5,0.5,0.7,1.3,7,15,36,0.15,0,0.15,0.15,0.15,0.08,0.11,0.19,0.08,0.19,Matches,
414,Lewis Dobbin,eng ENG,MF,Everton,21-072,2003,11,1,210,2.3,1,0,1,1,0,0,1,0,0.3,0.3,0.4,0.7,6,3,16,0.43,0,0.43,0.43,0.43,0.12,0.16,0.28,0.12,0.28,Matches,
415,Ben Doak,sct SCO,FW,Liverpool,18-125,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,
416,Axel Disasi,fr FRA,DF,Chelsea,26-004,1998,25,25,"2,226",24.7,2,0,2,2,0,0,6,0,1.4,1.4,0.2,1.6,24,89,19,0.08,0,0.08,0.08,0.08,0.05,0.01,0.06,0.05,0.06,Matches,
417,Issa Diop,fr FRA,DF,Fulham,27-066,1997,15,13,"1,155",12.8,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,11,64,1,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,
418,Lucas Digne,fr FRA,DF,Aston Villa,30-239,1993,23,19,"1,636",18.2,1,2,3,1,0,0,5,0,0.8,0.8,2.8,3.6,30,58,163,0.06,0.11,0.17,0.06,0.17,0.04,0.16,0.2,0.04,0.2,Matches,
419,Eric Dier,eng ENG,DF,Tottenham,30-060,1994,4,1,201,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Matches,
420,Luis Díaz,co COL,FW,Liverpool,27-062,1997,27,22,"1,836",20.4,6,3,9,6,0,0,2,0,8.6,8.6,2.9,11.5,86,75,198,0.29,0.15,0.44,0.29,0.44,0.42,0.14,0.56,0.42,0.56,Matches,
421,Rúben Dias,pt POR,DF,Manchester City,26-306,1997,23,21,"1,929",21.4,0,0,0,0,0,0,0,0,1.1,1.1,0.2,1.3,30,132,14,0,0,0,0,0,0.05,0.01,0.06,0.05,0.06,Matches,
422,Amadou Diallo,eng ENG,MF,Newcastle Utd,21-029,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,
423,Amad Diallo,ci CIV,FW,Manchester Utd,21-248,2002,2,0,48,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,1,9,0,0,0,0,0,0.09,0.26,0.35,0.09,0.35,Matches,
424,Moussa Diaby,fr FRA,"FW,MF",Aston Villa,24-252,1999,28,18,"1,526",17,4,5,9,4,0,0,1,0,5,5,4.8,9.9,69,49,145,0.24,0.29,0.53,0.24,0.53,0.3,0.28,0.58,0.3,0.58,Matches,
425,Leander Dendoncker,be BEL,MF,Aston Villa,28-335,1995,8,1,119,1.3,1,0,1,1,0,0,0,0,0.7,0.7,0,0.7,0,3,2,0.76,0,0.76,0.76,0.76,0.56,0,0.56,0.56,0.56,Matches,
426,Hannes Delcroix,be BEL,DF,Burnley,25-016,1999,12,5,589,6.5,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,2,18,6,0,0,0,0,0,0.05,0.03,0.09,0.05,0.09,Matches,
427,Kevin De Bruyne,be BEL,MF,Manchester City,32-261,1991,9,6,493,5.5,1,5,6,1,0,0,1,0,1,1,5.2,6.3,24,52,61,0.18,0.91,1.1,0.18,1.1,0.19,0.95,1.14,0.19,1.14,Matches,
428,Craig Dawson,eng ENG,DF,Wolves,33-314,1990,25,25,"2,209",24.5,1,1,2,1,0,0,7,0,1.5,1.5,1.4,2.9,1,49,4,0.04,0.04,0.08,0.04,0.08,0.06,0.06,0.12,0.06,0.12,Matches,
429,Tom Davies,eng ENG,MF,Sheffield Utd,25-259,1998,9,2,221,2.5,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.4,3,8,3,0,0,0,0,0,0.14,0.03,0.17,0.14,0.17,Matches,
430,Ben Davies,wls WAL,DF,Tottenham,30-326,1993,16,11,"1,003",11.1,1,0,1,1,0,0,1,0,2.3,2.3,0.4,2.7,12,71,18,0.09,0,0.09,0.09,0.09,0.21,0.03,0.24,0.21,0.24,Matches,
431,David Datro Fofana,ci CIV,FW,Burnley,21-084,2002,7,5,509,5.7,3,1,4,3,0,0,1,0,2.3,2.3,1.4,3.7,14,6,23,0.53,0.18,0.71,0.53,0.71,0.41,0.25,0.66,0.41,0.66,Matches,
432,Josh Dasilva,eng ENG,"DF,FW",Brentford,25-144,1998,3,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0.2,0.2,2,2,5,0,0,0,0,0,0,0.72,0.72,0,0.72,Matches,
433,Jayden Danns,eng ENG,FW,Liverpool,18-059,2006,2,0,9,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,Matches,
434,Arnaut Danjuma,nl NED,"MF,FW",Everton,27-044,1997,14,5,595,6.6,1,0,1,1,0,0,0,0,2.6,2.6,1.1,3.7,24,9,44,0.15,0,0.15,0.15,0.15,0.4,0.17,0.57,0.4,0.57,Matches,
435,Danilo,br BRA,"MF,FW",Nott'ham Forest,22-321,2001,21,12,"1,123",12.5,1,0,1,1,0,0,3,0,0.6,0.6,0.4,1.1,14,52,18,0.08,0,0.08,0.08,0.08,0.05,0.03,0.08,0.05,0.08,Matches,
436,Mikkel Damsgaard,dk DEN,MF,Brentford,23-256,2000,14,2,362,4,0,1,1,0,0,0,0,0,0.6,0.6,0.8,1.4,6,32,18,0,0.25,0.25,0,0.25,0.15,0.19,0.34,0.15,0.34,Matches,
437,Diogo Dalot,pt POR,DF,Manchester Utd,24-363,1999,26,25,"2,274",25.3,1,2,3,1,0,0,6,1,0.9,0.9,1.9,2.7,42,90,87,0.04,0.08,0.12,0.04,0.12,0.03,0.07,0.11,0.03,0.11,Matches,
438,Ameen Al-Dakhil,be BEL,DF,Burnley,22-009,2002,13,12,"1,056",11.7,1,0,1,1,0,0,1,0,1.3,1.3,0.1,1.4,7,35,9,0.09,0,0.09,0.09,0.09,0.11,0.01,0.12,0.11,0.12,Matches,
439,Mahmoud Dahoud,de GER,MF,Brighton,28-074,1996,9,6,452,5,0,1,1,0,0,0,1,1,0.2,0.2,0.9,1.1,4,11,6,0,0.2,0.2,0,0.2,0.04,0.18,0.22,0.04,0.22,Matches,
440,Matheus Cunha,br BRA,"FW,MF",Wolves,24-293,1999,24,24,"1,961",21.8,9,6,15,8,1,1,5,0,8.2,7.4,3.1,10.5,93,60,108,0.41,0.28,0.69,0.37,0.64,0.38,0.14,0.52,0.34,0.48,Matches,
441,Josh Cullen,ie IRL,MF,Burnley,27-343,1996,15,13,"1,168",13,0,1,1,0,0,0,5,0,0.2,0.2,0.8,0.9,9,61,11,0,0.08,0.08,0,0.08,0.01,0.06,0.07,0.01,0.07,Matches,
442,Marc Cucurella,es ESP,DF,Chelsea,25-237,1998,10,9,793,8.8,0,0,0,0,0,0,5,0,0.8,0.8,0.2,1,16,26,31,0,0,0,0,0,0.09,0.02,0.11,0.09,0.11,Matches,
443,Aaron Cresswell,eng ENG,DF,West Ham,34-091,1989,5,3,235,2.6,0,0,0,0,0,0,1,0,0,0,0.3,0.3,3,16,3,0,0,0,0,0,0,0.13,0.13,0,0.13,Matches,
444,Philippe Coutinho,br BRA,"MF,FW",Aston Villa,31-277,1992,2,0,25,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,5,5,2,0,0,0,0,0,0.52,0,0.52,0.52,0.52,Matches,
445,Vladimír Coufal,cz CZE,DF,West Ham,31-206,1992,26,26,"2,300",25.6,0,6,6,0,0,0,7,1,0,0,3,3,52,95,99,0,0.23,0.23,0,0.23,0,0.12,0.12,0,0.12,Matches,
446,Maxwel Cornet,ci CIV,"MF,FW",West Ham,27-170,1996,5,1,105,1.2,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,3,2,7,0.86,0,0.86,0.86,0.86,0.34,0.14,0.49,0.34,0.49,Matches,
447,Jack Cork,eng ENG,MF,Burnley,34-264,1989,3,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,Matches,
448,Lewis Cook,eng ENG,MF,Bournemouth,27-041,1997,23,22,"1,890",21,0,3,3,0,0,0,4,1,0.2,0.2,3,3.2,14,102,11,0,0.14,0.14,0,0.14,0.01,0.14,0.15,0.01,0.15,Matches,
449,Levi Colwill,eng ENG,DF,Chelsea,21-018,2003,23,20,"1,797",20,1,1,2,1,0,0,2,0,1.3,1.3,1.2,2.5,23,73,27,0.05,0.05,0.1,0.05,0.1,0.06,0.06,0.12,0.06,0.12,Matches,
450,Nathan Collins,ie IRL,DF,Brentford,22-320,2001,23,20,"1,842",20.5,1,1,2,1,0,0,3,0,1.6,1.6,1.5,3.1,6,70,12,0.05,0.05,0.1,0.05,0.1,0.08,0.07,0.15,0.08,0.15,Matches,
451,Séamus Coleman,ie IRL,DF,Everton,35-156,1988,5,2,235,2.6,0,0,0,0,0,0,0,0,0,0,0,0,1,12,7,0,0,0,0,0,0,0,0,0,0,Matches,
452,Nathaniel Clyne,eng ENG,DF,Crystal Palace,32-345,1991,10,7,718,8,0,0,0,0,0,0,0,0,0,0,0,0.1,8,18,15,0,0,0,0,0,0,0,0.01,0,0.01,Matches,
453,Jordan Clark,eng ENG,MF,Luton Town,30-175,1993,14,7,659,7.3,0,1,1,0,0,0,3,0,0.3,0.3,0.8,1.1,11,21,15,0,0.14,0.14,0,0.14,0.04,0.11,0.15,0.04,0.15,Matches,
454,Bobby Clark,eng ENG,MF,Liverpool,19-037,2005,5,1,89,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,3,7,0,0,0,0,0,0.14,0,0.14,0.14,0.14,Matches,
455,Carney Chukwuemeka,eng ENG,"MF,FW",Chelsea,20-147,2003,6,2,171,1.9,1,1,2,1,0,0,2,0,0.1,0.1,0.3,0.4,4,8,15,0.53,0.53,1.05,0.53,1.05,0.07,0.16,0.22,0.07,0.22,Matches,
456,Ryan Christie,sct SCO,MF,Bournemouth,29-022,1995,28,27,"2,189",24.3,0,4,4,0,0,0,4,0,1.5,1.5,4.5,6,50,120,68,0,0.16,0.16,0,0.16,0.06,0.18,0.25,0.06,0.25,Matches,
